DISTRITO,PROVINCIA,LAT_DIST,LON_DIST
LOCUMBA,JORGE BASADRE,-17.6138491,-70.7623551
ILABAYA,JORGE BASADRE,-17.4207391,-70.5127463
POCOLLAY,TACNA,-18.0098398,-70.1038612
TACNA,TACNA,-18.01386,-70.2511032
CORONEL GREGORIO ALBARRACIN LANCHIPA,TACNA,-18.103332,-70.2199356
CIUDAD NUEVA,TACNA,-17.8513161,-70.1932649
LA YARADA LOS PALOS,TACNA,-18.2115431,-70.450744
ALTO DE LA ALIANZA,TACNA,-17.8003418,-70.2711884
CALANA,TACNA,-17.9388968,-70.1862051
PACHIA,TACNA,-17.8969358,-70.1547383
PALCA,TACNA,-17.7779521,-69.959659
INCLAN,TACNA,-17.6749065,-70.4086158
SAMA,TACNA,-17.9896094,-70.7069585
TARATA,TARATA,-17.4747154,-70.0320713
SITAJARA,TARATA,-17.3754321,-70.1339063
ESTIQUE,TARATA,-17.5418348,-70.0184899
ESTIQUE-PAMPA,TARATA,-17.6466875,-70.1211853
TARUCACHI,TARATA,-17.5262592,-70.0289091
SUSAPAYA,TARATA,-17.3532192,-70.1326958
HUANCAYO,HUANCAYO,-12.068098,-75.2100953
CHANCHAMAYO,CHANCHAMAYO,-11.059485,-75.4993163
SAN RAMON,CHANCHAMAYO,-11.1214018,-75.3521478
PERENE,CHANCHAMAYO,-10.9489915,-75.2288746
SAN LUIS DE SHUARO,CHANCHAMAYO,-10.8887276,-75.288652
MARISCAL CASTILLA,CONCEPCION,-11.5894535,-75.1144821
MONOBAMBA,JAUJA,-11.3607901,-75.3266935
VITOC,CHANCHAMAYO,-11.2101234,-75.3345823
CHUPACA,CHUPACA,-12.0617452,-75.2876533
YANACANCHA,CHUPACA,-12.2010926,-75.3870256
SAN JOSE DE QUERO,CONCEPCION,-12.0854846,-75.5362388
HUAMANCACA CHICO,CHUPACA,-12.0809635,-75.2421078
SAN JUAN DE JARPA,CHUPACA,-12.1257643,-75.4352044
HUACHAC,CHUPACA,-12.0205443,-75.3427247
AHUAC,CHUPACA,-12.0856856,-75.3207776
SINCOS,JAUJA,-11.891261,-75.3879811
CHAMBARA,CONCEPCION,-12.0274597,-75.3750545
MANZANARES,CONCEPCION,-12.0001258,-75.3636274
CHONGOS BAJO,CHUPACA,-12.134336,-75.2680793
TRES DE DICIEMBRE,CHUPACA,-12.1096449,-75.2456993
SAN JUAN DE ISCOS,CHUPACA,-12.0983216,-75.293125
CONCEPCION,CONCEPCION,-11.918435,-75.3130386
MATAHUASI,CONCEPCION,-11.8937662,-75.3439685
COMAS,CONCEPCION,-11.6578955,-74.9817936
COCHAS,CONCEPCION,-11.659928,-75.102177
ORCOTUNA,CONCEPCION,-11.9688991,-75.3097665
SANTA ROSA DE OCOPA,CONCEPCION,-11.8766953,-75.2952236
HEROINAS TOLEDO,CONCEPCION,-11.8385909,-75.2860121
ANDAMARCA,CONCEPCION,-11.7284385,-74.8022296
INGENIO,HUANCAYO,-11.8897586,-75.2654169
ACO,CONCEPCION,-11.9578405,-75.3673014
MITO,CONCEPCION,-11.9365814,-75.3384517
QUICHUAY,HUANCAYO,-11.8898124,-75.286375
NUEVE DE JULIO,CONCEPCION,-11.8913415,-75.3149266
CHILCA,HUANCAYO,-12.0777922,-75.1825684
EL TAMBO,HUANCAYO,-11.97218,-75.1473422
SICAYA,HUANCAYO,-12.0151728,-75.2800852
SAN AGUSTIN,HUANCAYO,-11.9900626,-75.2440041
PUCARA,HUANCAYO,-12.1725957,-75.1454737
SAN JERONIMO DE TUNAN,HUANCAYO,-11.9490237,-75.2827119
COLCA,HUANCAYO,-12.3178258,-75.2231312
SANTO DOMINGO DE ACOBAMBA,HUANCAYO,-11.7688897,-74.7951955
SAPALLANGA,HUANCAYO,-12.1411903,-75.1578244
HUANCAN,HUANCAYO,-12.1062776,-75.2167958
PARIAHUANCA,HUANCAYO,-12.0289904,-74.8522455
CULLHUAS,HUANCAYO,-12.2237833,-75.1705501
HUAYUCACHI,HUANCAYO,-12.1382374,-75.2231754
CHUPURO,HUANCAYO,-12.155252,-75.2454579
HUASICANCHA,HUANCAYO,-12.3320127,-75.2821253
CHONGOS ALTO,HUANCAYO,-12.3112695,-75.2890328
PILCOMAYO,HUANCAYO,-12.0493725,-75.2504039
QUILCAS,HUANCAYO,-11.9374892,-75.2592954
HUALHUAS,HUANCAYO,-11.9716095,-75.2510503
CARHUACALLANGA,HUANCAYO,-12.3547508,-75.2005121
VIQUES,HUANCAYO,-12.1596675,-75.2323177
HUACRAPUQUIO,HUANCAYO,-12.1736583,-75.2190435
JAUJA,JAUJA,-11.7751615,-75.5000068
RICRAN,JAUJA,-11.542522,-75.5233267
SAN LORENZO,JAUJA,-11.8465945,-75.3832957
PANCAN,JAUJA,-11.7487988,-75.4863444
LEONOR ORDOÑEZ,JAUJA,-11.8636431,-75.4255131
HUERTAS,JAUJA,-11.7601987,-75.469465
ACOLLA,JAUJA,-11.7314085,-75.5464856
TUNAN MARCA,JAUJA,-11.6968685,-75.604937
ATAURA,JAUJA,-11.8026294,-75.4386279
PACA,JAUJA,-11.7088153,-75.518081
SAUSA,JAUJA,-11.793178,-75.4828109
HUARIPAMPA,JAUJA,-11.8073501,-75.4706937
PARCO,JAUJA,-11.8010541,-75.5430543
SAN PEDRO DE CHUNAN,JAUJA,-11.7262482,-75.486154
HUAMALI,JAUJA,-11.8070005,-75.4240414
YAULI,JAUJA,-11.7129511,-75.4746334
APATA,JAUJA,-11.8543875,-75.3559523
CURICACA,JAUJA,-11.76559,-75.6790787
LLOCLLAPAMPA,JAUJA,-11.8173673,-75.6243185
PACCHA,JAUJA,-11.8543999,-75.5074027
POMACANCHA,JAUJA,-11.6347181,-75.6842784
MARCO,JAUJA,-11.7400666,-75.5612829
MUQUIYAUYO,JAUJA,-11.8138007,-75.4538897
YAUYOS,JAUJA,-11.799505,-75.5129163
MOLINOS,JAUJA,-11.5950815,-75.3285178
EL MANTARO,JAUJA,-11.816405,-75.3876405
MASMA CHICCHE,JAUJA,-11.7743712,-75.3576469
MASMA,JAUJA,-11.7856862,-75.4263838
JANJAILLO,JAUJA,-11.7652106,-75.6201561
CANCHAYLLO,JAUJA,-11.8018779,-75.7177366
JUNIN,JUNIN,-11.0604216,-75.9739075
CARHUAMAYO,JUNIN,-10.9224563,-76.0578361
ULCUMAYO,JUNIN,-10.9675151,-75.8778743
ONDORES,JUNIN,-11.0837184,-76.1470415
PANGOA,SATIPO,-11.7553934,-74.3850308
MAZAMARI,SATIPO,-11.3288086,-74.5306852
RIO TAMBO,SATIPO,-11.5601313,-73.7843043
PICHANAQUI,CHANCHAMAYO,-11.002808,-74.815139
VIZCATAN DEL ENE,SATIPO,-12.1981072,-74.1768589
RIO NEGRO,SATIPO,-11.2083552,-74.6596906
SATIPO,SATIPO,-11.2558599,-74.635278
LLAYLLA,SATIPO,-11.3814789,-74.5906234
PAMPA HERMOSA,SATIPO,-11.4334433,-74.834495
COVIRIALI,SATIPO,-11.2907323,-74.627595
TARMA,TARMA,-11.4199882,-75.6877142
SAN PEDRO DE CAJAS,TARMA,-11.2497005,-75.8626754
TAPO,TARMA,-11.3898931,-75.5640373
HUASAHUASI,TARMA,-11.2652992,-75.6504254
HUARICOLCA,TARMA,-11.5116371,-75.652586
PALCA,TARMA,-11.3462905,-75.5689705
ACOBAMBA,TARMA,-11.3525421,-75.6593674
PALCAMAYO,TARMA,-11.2952088,-75.7718904
LA UNION,TARMA,-11.3628554,-75.8176742
SANTA ROSA DE SACCO,YAULI,-11.5668007,-75.9561306
HUAY-HUAY,YAULI,-11.7176193,-75.9676329
YAULI,YAULI,-11.6669321,-76.0875396
MARCAPOMACOCHA,YAULI,-11.4067051,-76.3361476
LA OROYA,YAULI,-11.5213917,-75.8998811
MOROCOCHA,YAULI,-11.6063221,-76.1326297
SUITUCANCHA,YAULI,-11.7879517,-75.9370765
CHACAPALPA,YAULI,-11.716655,-75.8196008
SANTA BARBARA DE CARHUACAYAN,YAULI,-11.2014863,-76.3433373
PACCHA,YAULI,-11.473744,-75.9598285
RAYMONDI,ATALAYA,-10.6463182,-73.2911381
SEPAHUA,ATALAYA,-11.1378792,-73.0452127
TAHUANIA,ATALAYA,-10.0811824,-73.9861239
ATALAYA,ATALAYA,-10.7299061,-73.7548827
YARINACOCHA,CORONEL PORTILLO,-8.3548391,-74.5758217
CALLERIA,CORONEL PORTILLO,-7.8964619,-74.1845474
CAMPOVERDE,CORONEL PORTILLO,-8.5588272,-74.8123395
MANANTAY,CORONEL PORTILLO,-8.5670673,-74.4858866
MASISEA,CORONEL PORTILLO,-8.6052016,-74.3063279
CORONEL PORTILLO,CORONEL PORTILLO,-8.3869971,-74.5303994
NUEVA REQUENA,CORONEL PORTILLO,-8.3095052,-74.8625433
IPARIA,CORONEL PORTILLO,-9.3062896,-74.4356449
YURUA,ATALAYA,-9.7228448,-72.4575533
CURIMANA,PADRE ABAD,-8.4339919,-75.1532203
PADRE ABAD,PADRE ABAD,-8.91165,-75.6301604
IRAZOLA,PADRE ABAD,-8.923991,-75.2542005
BOQUERON,PADRE ABAD,-9.0595421,-75.6359099
NESHUYA,PADRE ABAD,-8.6216465,-75.05299
HUIPOCA,PADRE ABAD,-8.9778326,-75.4474695
ALEXANDER VON HUMBOLDT,PADRE ABAD,-8.8284441,-75.0505816
PURUS,PURUS,-9.76893,-70.7138
SAN LUIS,CAÑETE,-13.0487877,-76.4222727
QUILMANA,CAÑETE,-12.9495283,-76.3833329
NUEVO IMPERIAL,CAÑETE,-13.0762769,-76.3177028
SAN VICENTE DE CAÑETE,CAÑETE,-13.077767,-76.3874465
MALA,CAÑETE,-12.6577442,-76.6322701
IMPERIAL,CAÑETE,-13.0610167,-76.3529217
MARIATANA,HUAROCHIRI,-12.2664462,-76.3681952
SANTO DOMINGO DE LOS OLLEROS,HUAROCHIRI,-12.218764,-76.5143289
ASIA,CAÑETE,-12.8033662,-76.4899568
SAN ANTONIO,CAÑETE,-12.6422586,-76.6498877
CALANGO,CAÑETE,-12.5263389,-76.543787
CHILCA,CAÑETE,-12.5185727,-76.7381488
LUNAHUANA,CAÑETE,-12.9624782,-76.1408756
CERRO AZUL,CAÑETE,-13.0248827,-76.479254
ZUÑIGA,CAÑETE,-12.8393807,-76.0201251
PACARAN,CAÑETE,-12.8661506,-76.0545357
COAYLLO,CAÑETE,-12.6523026,-76.4243572
CAÑETE,CAÑETE,-13.077767,-76.3874465
HUACHO,HUAURA,-11.108524,-77.6103295
SANTA MARIA,HUAURA,-11.1175856,-77.4195116
VEGUETA,HUAURA,-11.0233134,-77.644252
HUAURA,HUAURA,-11.0701058,-77.5992908
HUALMAY,HUAURA,-11.0967129,-77.6129018
SAYAN,HUAURA,-11.1334544,-77.1933953
CALETA DE CARQUIN,HUAURA,-11.0918364,-77.6283049
AMBAR,HUAURA,-10.7563177,-77.2719717
LEONCIO PRADO,HUAURA,-11.0577733,-76.9183837
COCHAMARCA,OYON,-10.8623528,-77.1288555
IHUARI,HUARAL,-11.2130204,-76.9759143
PACCHO,HUAURA,-10.957453,-76.93297
HUARAL,HUARAL,-11.4954906,-77.207044
CHANCAY,HUARAL,-11.5627697,-77.2699958
AUCALLAMA,HUARAL,-11.5619799,-77.1729541
ATAVILLOS ALTO,HUARAL,-11.2781472,-76.616084
PACARAOS,HUARAL,-11.1855537,-76.647254
SAN MIGUEL DE ACOS,HUARAL,-11.2739794,-76.8209702
SANTA CRUZ DE ANDAMARCA,HUARAL,-11.1946872,-76.6346066
ATAVILLOS BAJO,HUARAL,-11.347645,-76.7554965
CAJATAMBO,CAJATAMBO,-10.4726165,-76.9929816
HUANCAPON,CAJATAMBO,-10.5494434,-77.1120091
COPA,CAJATAMBO,-10.3863994,-77.0792248
MANAS,CAJATAMBO,-10.5953572,-77.1670582
GORGOR,CAJATAMBO,-10.6207137,-77.0412384
CANTA,CANTA,-11.4671178,-76.6239175
SANTA ROSA DE QUIVES,CANTA,-11.6677416,-76.7876655
LACHAQUI,CANTA,-11.5528976,-76.6269199
HUAROS,CANTA,-11.406225,-76.5757127
HUAMANTANGA,CANTA,-11.4989219,-76.7490755
ARAHUAY,CANTA,-11.6213221,-76.6703384
YAUYOS,YAUYOS,-12.4596576,-75.9187003
ALIS,YAUYOS,-12.2809581,-75.786431
LINCHA,YAUYOS,-12.7998307,-75.6672126
MADEAN,YAUYOS,-12.9445701,-75.777266
TUPE,YAUYOS,-12.7413521,-75.8094333
HUAÑEC,YAUYOS,-12.2678765,-76.0602812
CHOCOS,YAUYOS,-12.927275,-75.9143335
VIÑAC,YAUYOS,-12.8950124,-75.7568071
CACRA,YAUYOS,-12.8127753,-75.7831157
HUAMPARA,YAUYOS,-12.3602081,-76.1673655
CATAHUASI,YAUYOS,-12.7996775,-75.8918762
COLONIA,YAUYOS,-12.6335725,-75.8902882
AZANGARO,YAUYOS,-12.999961,-75.8369013
AYAVIRI,YAUYOS,-12.3623269,-76.0612299
TOMAS,YAUYOS,-12.2383101,-75.7460249
MIRAFLORES,YAUYOS,-12.2741748,-75.8502559
QUINCHES,YAUYOS,-12.3074173,-76.1431739
HUANGASCAR,YAUYOS,-12.8989937,-75.8314747
OMAS,YAUYOS,-12.5147208,-76.2892182
LARAOS,YAUYOS,-12.3468207,-75.7855704
HUANTAN,YAUYOS,-12.4562776,-75.8115551
HONGOS,YAUYOS,-12.8104765,-75.7652182
HUANCAYA,YAUYOS,-12.2033688,-75.7993144
ALLAUCA,YAUYOS,-12.5912073,-76.0371409
COCHAS,YAUYOS,-12.2944711,-76.1574486
TAURIPAMPA,YAUYOS,-12.6171667,-76.162082
SAN PEDRO DE PILAS,YAUYOS,-12.4544968,-76.2266092
QUINOCAY,YAUYOS,-12.3407057,-76.2801757
VITIS,YAUYOS,-12.2239366,-75.8079029
PUTINZA,YAUYOS,-12.66266,-75.911285
OYON,OYON,-8.3789934,-78.4056269
PACHANGARA,OYON,-10.7811586,-76.8144643
ANDAJES,OYON,-10.7925972,-76.9089114
CAUJUL,OYON,-10.805688,-76.9788841
NAVAN,OYON,-10.86212,-77.039789
SANTA LEONOR,HUAURA,-10.9554541,-76.6732653
CHECRAS,HUAURA,-10.932856,-76.8325384
MATUCANA,HUAROCHIRI,-11.8447264,-76.3860598
SAN PEDRO DE LARAOS,HUAROCHIRI,-11.6645634,-76.5400231
SAN DAMIAN,HUAROCHIRI,-11.9604895,-76.3288645
RICARDO PALMA,HUAROCHIRI,-11.9237472,-76.6649395
SAN ANDRES DE TUPICOCHA,HUAROCHIRI,-12.0006155,-76.474166
SANTA EULALIA,HUAROCHIRI,-11.9012394,-76.6640996
HUAROCHIRI,HUAROCHIRI,-12.1371291,-76.2326596
SAN ANTONIO,HUAROCHIRI,-11.8064482,-76.7874076
SAN LORENZO DE QUINTI,HUAROCHIRI,-12.1456425,-76.2125565
SANTIAGO DE ANCHUCAYA,HUAROCHIRI,-12.0955007,-76.2302171
ANTIOQUIA,HUAROCHIRI,-12.0575632,-76.5611215
SAN JUAN DE TANTARANCHE,HUAROCHIRI,-12.113502,-76.1825917
SAN MATEO,HUAROCHIRI,-11.8020525,-76.2392624
SANGALLAYA,HUAROCHIRI,-12.1609655,-76.2290673
SURCO,HUAROCHIRI,-11.8678175,-76.4576592
CHICLA,HUAROCHIRI,-11.7050118,-76.2686321
HUACHUPAMPA,HUAROCHIRI,-11.6882621,-76.610784
LAHUAYTAMBO,HUAROCHIRI,-12.0974215,-76.399537
LANGA,HUAROCHIRI,-12.1256616,-76.4212701
SAN MATEO DE OTAO,HUAROCHIRI,-11.8364257,-76.5222404
HUANZA,HUAROCHIRI,-11.6560309,-76.5033777
SANTIAGO DE TUNA,HUAROCHIRI,-11.9834409,-76.5253381
SANTA CRUZ DE COCACHACRA,HUAROCHIRI,-11.91119,-76.5408987
CALLAHUANCA,HUAROCHIRI,-11.8147559,-76.5807659
SAN PEDRO DE CASTA,HUAROCHIRI,-11.7591182,-76.5964655
TANTA,YAUYOS,-12.122403,-76.0135887
SUPE,BARRANCA,-10.7957342,-77.7165813
SUPE PUERTO,BARRANCA,-10.8045744,-77.7429158
PARAMONGA,BARRANCA,-10.6751894,-77.8185202
BARRANCA,BARRANCA,-10.7541212,-77.7609383
PATIVILCA,BARRANCA,-10.6964328,-77.7797843
YANAHUANCA,DANIEL ALCIDES CARRION,-10.4913156,-76.5166359
SANTA ANA DE TUSI,DANIEL ALCIDES CARRION,-10.472166,-76.3538212
SAN PEDRO DE PILLAO,DANIEL ALCIDES CARRION,-10.4389027,-76.4948711
TAPUC,DANIEL ALCIDES CARRION,-10.41885,-76.4641245
CHACAYAN,DANIEL ALCIDES CARRION,-10.4342238,-76.4374809
PAUCAR,DANIEL ALCIDES CARRION,-10.371027,-76.4431715
GOYLLARISQUIZGA,DANIEL ALCIDES CARRION,-10.473174,-76.4091933
VILCABAMBA,DANIEL ALCIDES CARRION,-10.4791215,-76.4472565
DANIEL ALCIDES CARRION,DANIEL ALCIDES CARRION,-10.4912,-76.5126
OXAPAMPA,OXAPAMPA,-10.5744337,-75.4044786
VILLA RICA,OXAPAMPA,-10.7351432,-75.2676019
PALCAZU,OXAPAMPA,-10.2268546,-75.2824361
CONSTITUCIÓN,OXAPAMPA,-9.7723755,-74.6466239
CHONTABAMBA,OXAPAMPA,-10.602744,-75.4391507
POZUZO,OXAPAMPA,-10.0689006,-75.5507493
HUANCABAMBA,OXAPAMPA,-10.4263436,-75.5245042
YANACANCHA,PASCO,-10.5318269,-76.1842364
CHAUPIMARCA,PASCO,-10.6978799,-76.2495433
HUAYLLAY,PASCO,-11.0022598,-76.3647877
SIMON BOLIVAR,PASCO,-10.7195033,-76.3777409
PAUCARTAMBO,PASCO,-10.7746094,-75.8134578
HUARIACA,PASCO,-10.4420288,-76.1894722
HUACHON,PASCO,-10.6364436,-75.9508096
TINYAHUARCO,PASCO,-10.7615443,-76.2460889
SAN FRANCISCO DE ASIS DE YARUSYACAN,PASCO,-10.5487072,-76.2330092
TICLACAYAN,PASCO,-10.6065401,-76.083933
NINACACA,PASCO,-10.855562,-76.112699
PALLANCHACRA,PASCO,-10.4151535,-76.2352369
VICCO,PASCO,-10.8411114,-76.2360066
PASCO,PASCO,-10.7246926,-76.1657305
PUERTO BERMUDEZ,OXAPAMPA,-10.2956757,-74.9369004
ABANCAY,ABANCAY,-13.6373482,-72.8788744
CURAHUASI,ABANCAY,-13.5422644,-72.695902
TAMBURCO,ABANCAY,-13.6219635,-72.8732864
PICHIRHUA,ABANCAY,-13.8611713,-73.073412
GAMARRA,GRAU,-13.8479987,-72.5577099
CHACOCHE,ABANCAY,-13.9417222,-72.9908641
CIRCA,ABANCAY,-13.8782102,-72.8756452
SAN PEDRO DE CACHORA,ABANCAY,-13.487246,-72.7993767
LAMBRAMA,ABANCAY,-13.8706185,-72.7697418
HUANIPACA,ABANCAY,-13.4918729,-72.9335231
SAN JERONIMO,ANDAHUAYLAS,-13.717033,-73.2635275
HUANCARAY,ANDAHUAYLAS,-13.757431,-73.5271021
ANDAHUAYLAS,ANDAHUAYLAS,-13.6564057,-73.3899459
TALAVERA,ANDAHUAYLAS,-13.6537135,-73.4290221
SANTA MARIA DE CHICMO,ANDAHUAYLAS,-13.6574026,-73.4946575
JOSE MARIA ARGUEDAS,ANDAHUAYLAS,-13.8047365,-73.3270027
PAMPACHIRI,ANDAHUAYLAS,-14.1870656,-73.5445298
PACUCHA,ANDAHUAYLAS,-13.6093405,-73.3438934
KISHUARA,ANDAHUAYLAS,-13.6913922,-73.1186407
OCOBAMBA,CHINCHEROS,-13.482545,-73.5603855
TUMAY HUARACA,ANDAHUAYLAS,-13.9690166,-73.4381941
ANDARAPA,ANDAHUAYLAS,-13.5281931,-73.3657917
SAN MIGUEL DE CHACCRAMPA,ANDAHUAYLAS,-13.9611433,-73.6078246
SAN ANTONIO DE CACHI,ANDAHUAYLAS,-13.7732415,-73.6034516
CHIARA,ANDAHUAYLAS,-13.8671338,-73.6688012
POMACOCHA,ANDAHUAYLAS,-14.0839961,-73.5909505
TURPO,ANDAHUAYLAS,-13.7856784,-73.4740329
HUAYANA,ANDAHUAYLAS,-14.0506668,-73.6092884
KAQUIABAMBA,ANDAHUAYLAS,-13.5323292,-73.2886036
ANTABAMBA,ANTABAMBA,-14.3647456,-72.8778038
PACHACONAS,ANTABAMBA,-14.2231632,-73.016206
OROPESA,ANTABAMBA,-14.2625992,-72.5543486
SABAINO,ANTABAMBA,-14.3134879,-72.9450826
HUAQUIRCA,ANTABAMBA,-14.3398504,-72.8946361
JUAN ESPINOZA MEDRANO,ANTABAMBA,-14.565667,-72.9059973
EL ORO,ANTABAMBA,-14.1642812,-73.0431589
CHALHUANCA,AYMARAES,-14.2945256,-73.2442285
COTARUSE,AYMARAES,-14.4155851,-73.2051918
AYMARAES,AYMARAES,-13.9585236,-73.1834299
TINTAY,AYMARAES,-13.9596179,-73.1851069
LUCRE,AYMARAES,-13.9496486,-73.2264093
TORAYA,AYMARAES,-14.0530843,-73.294551
JUSTO APU SAHUARAURA,AYMARAES,-14.105627,-73.1963511
TAPAIRIHUA,AYMARAES,-14.1413424,-73.1406114
POCOHUANCA,AYMARAES,-14.2185577,-73.0869557
CHAPIMARCA,AYMARAES,-13.9748039,-73.0650772
YANACA,AYMARAES,-14.2257993,-73.1601411
CARAYBAMBA,AYMARAES,-14.3780802,-73.1606841
SORAYA,AYMARAES,-14.1649354,-73.3149477
CAPAYA,AYMARAES,-14.1174934,-73.3211541
SAN JUAN DE CHACÑA,AYMARAES,-13.9239285,-73.1818627
SAÑAYCA,AYMARAES,-14.204812,-73.3471486
COLCABAMBA,AYMARAES,-14.0060023,-73.2544206
IHUAYLLO,AYMARAES,-14.1334308,-73.2679351
CHINCHEROS,CHINCHEROS,-13.5180507,-73.7226614
ANCO_HUALLO,CHINCHEROS,-13.5468039,-73.6667522
HUACCANA,CHINCHEROS,-13.3880591,-73.6900129
AHUAYRO,CHINCHEROS,-13.4958904,-73.8084435
ROCCHACC,CHINCHEROS,-13.4401094,-73.6005621
URANMARCA,CHINCHEROS,-13.6724291,-73.6695595
EL PORVENIR,CHINCHEROS,-13.3893543,-73.5498108
RANRACANCHA,CHINCHEROS,-13.5328741,-73.6057901
COCHARCAS,CHINCHEROS,-13.6102757,-73.7410053
ONGOY,CHINCHEROS,-13.4031774,-73.6683759
LOS CHANKAS,CHINCHEROS,-13.390207,-73.7825309
TAMBOBAMBA,COTABAMBAS,-13.9461814,-72.1745097
COYLLURQUI,COTABAMBAS,-13.8374408,-72.4321251
CHALLHUAHUACHO,COTABAMBAS,-14.1186814,-72.2465114
HAQUIRA,COTABAMBAS,-14.2141274,-72.1883066
MARA,COTABAMBAS,-14.0863519,-72.1020964
COTABAMBAS,COTABAMBAS,-13.747131,-72.356232
CHUQUIBAMBILLA,GRAU,-14.1054248,-72.7079361
VILCABAMBA,GRAU,-14.0777198,-72.6249943
CURPAHUASI,GRAU,-14.0635189,-72.670309
PROGRESO,GRAU,-14.1042274,-72.4361084
VIRUNDO,GRAU,-14.2505609,-72.6810786
CURASCO,GRAU,-14.0616721,-72.5674356
TURPAY,GRAU,-14.2277191,-72.6224058
MAMARA,GRAU,-14.228797,-72.5905334
HUAYLLATI,GRAU,-13.9283772,-72.4844917
SANTA ROSA,GRAU,-14.1397865,-72.6570464
MICAELA BASTIDAS,GRAU,-14.1353281,-72.5915384
PATAYPAMPA,GRAU,-14.1774623,-72.6722163
SAN ANTONIO,GRAU,-14.1696426,-72.6232775
GRAU,GRAU,45.6775923,13.4090826
HUANCARAMA,ANDAHUAYLAS,-13.6451805,-73.0855794
PACOBAMBA,ANDAHUAYLAS,-13.6162624,-73.0859306
CORIS,AIJA,-9.8204769,-77.7190688
LA MERCED,AIJA,-9.7354129,-77.6164507
AIJA,AIJA,-9.780024,-77.6106358
SUCCHA,AIJA,-9.8232707,-77.6500961
HUACLLAN,AIJA,-9.7847374,-77.6736887
LLAMELLIN,ANTONIO RAYMONDI,-9.1010476,-77.0168087
SAN JUAN DE RONTOY,ANTONIO RAYMONDI,-9.1752222,-77.0025089
MIRGAS,ANTONIO RAYMONDI,-9.0784275,-77.0922766
CHACCHO,ANTONIO RAYMONDI,-9.0597018,-77.0586936
ACZO,ANTONIO RAYMONDI,-9.151694,-76.9906529
CHINGAS,ANTONIO RAYMONDI,-9.1190452,-76.9914793
ANTONIO RAYMONDI,ANTONIO RAYMONDI,-9.1028774,-77.0155955
CHACAS,ASUNCION,-9.1620773,-77.3660887
ACOCHACA,ASUNCION,-9.1148297,-77.3681041
ASUNCION,ASUNCION,-25.3063925,-57.6299766
HUALLANCA,BOLOGNESI,-9.8993086,-76.94166
HUAYLLACAYAN,BOLOGNESI,-10.2479991,-77.4150908
HUASTA,BOLOGNESI,-10.1236042,-77.1464065
LA PRIMAVERA,BOLOGNESI,-10.3038965,-77.0985643
TICLLOS,BOLOGNESI,-10.2535554,-77.1902391
MANGAS,BOLOGNESI,-10.3691135,-77.1034268
CHIQUIAN,BOLOGNESI,-10.152032,-77.1568233
PACLLON,BOLOGNESI,-10.2343104,-77.0719317
COLQUIOC,BOLOGNESI,-10.2985154,-77.5835216
ANTONIO RAYMONDI,BOLOGNESI,-10.2039425,-77.4856158
AQUIA,BOLOGNESI,-10.0745004,-77.1447485
CARHUAZ,CARHUAZ,-9.2817496,-77.646261
MARCARA,CARHUAZ,-9.3225999,-77.6039415
PARIAHUANCA,CARHUAZ,-9.3650327,-77.5806762
YUNGAR,CARHUAZ,-9.3778144,-77.5922693
ANTA,CARHUAZ,-9.3576692,-77.5985103
SAN MIGUEL DE ACO,CARHUAZ,-9.3427297,-77.4300747
TINCO,CARHUAZ,-9.2705841,-77.6778452
ATAQUERO,CARHUAZ,-9.2594018,-77.7070475
ACOPAMPA,CARHUAZ,-9.2903458,-77.6090668
SHILLA,CARHUAZ,-9.2314633,-77.6251464
AMASHCA,CARHUAZ,-9.2392254,-77.6466529
SAN LUIS,CARLOS FERMIN FITZCARRALD,-9.0943804,-77.3291264
SAN NICOLAS,CARLOS FERMIN FITZCARRALD,-8.9758539,-77.1894251
YAUYA,CARLOS FERMIN FITZCARRALD,-9.0275719,-77.2472971
CARLOS FERMIN FITZCARRALD,CARLOS FERMIN FITZCARRALD,-9.094,-77.3282
CASMA,CASMA,-9.473361,-78.2995738
BUENA VISTA ALTA,CASMA,-9.4322499,-78.2064343
YAUTAN,CASMA,-9.5115922,-77.9965053
COMANDANTE NOEL,CASMA,-9.5090573,-78.3430699
BAMBAS,CORONGO,-8.6023811,-77.9956254
YANAC,CORONGO,-8.6219932,-77.8528068
CUSCA,CORONGO,-8.5265092,-77.7836968
ACO,CORONGO,-8.5180029,-77.8833935
LA PAMPA,CORONGO,-8.6605429,-77.9030569
YUPAN,CORONGO,-8.6147333,-77.9687346
CORONGO,CORONGO,-8.5703883,-77.8981107
JANGAS,HUARAZ,-9.4006,-77.5772088
HUARAZ,HUARAZ,-9.5298511,-77.5289981
INDEPENDENCIA,HUARAZ,-9.4752071,-77.4955004
TARICA,HUARAZ,-9.3954728,-77.491587
OLLEROS,HUARAZ,-9.6669506,-77.4663377
PARIACOTO,HUARAZ,-9.5592582,-77.89055
HUANCHAY,HUARAZ,-9.7235947,-77.8184585
PIRA,HUARAZ,-9.5809526,-77.7073122
PAMPAS GRANDE,HUARAZ,-9.655389,-77.8265643
LA LIBERTAD,HUARAZ,-9.6307038,-77.7095232
SAN MARCOS,HUARI,-9.5241213,-77.1572073
CHAVIN DE HUANTAR,HUARI,-9.5886299,-77.177664
ANRA,HUARI,-9.2336063,-76.9258158
PONTO,HUARI,-9.3258105,-77.0043962
HUACACHI,HUARI,-9.3157113,-76.9387603
